state,county,year,freezing_days
IL,ADAMS,2008,31
CO,LA PLATA,2008,31
MI,DICKINSON,2008,84
WI,ASHLAND,2008,92
ID,POWER,2008,32
SD,CUSTER,2008,41
VT,WASHINGTON,2008,61
MI,KALAMAZOO,2008,54
MN,HUBBARD,2008,101
ND,WARD,2008,75
IA,DES MOINES,2008,38
IA,LINN,2008,68
WA,FRANKLIN,2008,15
NE,BURT,2008,45
UT,GARFIELD,2008,49
WI,WOOD,2008,85
MI,HOUGHTON,2008,101
MT,CUSTER,2008,39
SD,DAVISON,2008,52
MT,SILVER BOW,2008,45
MA,FRANKLIN,2008,34
NE,LINCOLN,2008,18
CT,HARTFORD,2008,10
NE,VALLEY,2008,27
NY,ALBANY,2008,18
ME,OXFORD,2008,49
WA,CHELAN,2008,35
MO,ST. CHARLES,2008,20
SD,BEADLE,2008,50
MA,BARNSTABLE,2008,7
IA,JOHNSON,2008,56
WY,ALBANY,2008,46
CO,MONTROSE,2008,24
MT,PARK,2008,30
MI,ALPENA,2008,53
WI,DANE,2008,61
PA,YORK,2008,11
CO,LINCOLN,2008,9
IL,MCLEAN,2008,42
MT,FERGUS,2008,39
SD,TRIPP,2008,37
WI,LA CROSSE,2008,72
WA,WALLA WALLA,2008,16
MN,CROW WING,2008,91
VT,BENNINGTON,2008,39
PA,LEBANON,2008,16
NY,YATES,2008,38
WA,GRANT,2008,27
IN,TIPPECANOE,2008,30
ND,CASS,2008,90
WI,RACINE,2008,58
NE,CUSTER,2008,24
NE,SARPY,2008,30
VT,WINDSOR,2008,45
MN,OLMSTED,2008,72
IN,MIAMI,2008,38
IA,CLINTON,2008,55
SD,BROOKINGS,2008,82
MN,MARTIN,2008,86
MI,MENOMINEE,2008,73
VA,SMYTH,2008,14
ID,LEMHI,2008,46
MN,ITASCA,2008,104
AK,ALEUTIANS EAST BOROUGH,2008,42
CO,ROUTT,2008,65
MT,DAWSON,2008,50
ND,RICHLAND,2008,93
IA,AUDUBON,2008,39
IL,SALINE,2008,9
MN,RICE,2008,66
NY,ORANGE,2008,19
MN,AITKIN,2008,98
ND,RAMSEY,2008,106
AR,INDEPENDENCE,2008,4
WA,KITSAP,2008,4
MN,CASS,2008,103
MI,IOSCO,2008,58
MI,TUSCOLA,2008,45
IL,WHITE,2008,10
VA,TAZEWELL,2008,9
IL,CLAY,2008,16
AK,WRANGELL-PETERSBURG,2008,10
MT,RICHLAND,2008,50
KS,HARVEY,2008,16
OR,UNION,2008,16
RI,PROVIDENCE,2008,24
MI,MANISTEE,2008,57
IN,DUBOIS,2008,19
ID,CANYON,2008,18
MI,DELTA,2008,77
CO,GRAND,2008,76
MN,MURRAY,2008,69
PA,INDIANA,2008,31
IL,WAYNE,2008,20
MN,WASECA,2008,64
MI,WEXFORD,2008,71
NC,LENOIR,2018,5
IA,CLINTON,2018,29
CA,NEVADA,2018,11
MO,JACKSON,2018,21
OK,BLAINE,2018,4
KY,BELL,2018,7
AL,MARSHALL,2018,5
OK,GRADY,2018,4
OK,CHEROKEE,2018,4
AL,JEFFERSON,2018,3
TX,HEMPHILL,2018,3
NC,NASH,2018,4
VA,MONTGOMERY,2018,8
VA,BATH,2018,20
WV,BERKELEY,2018,9
OH,FAIRFIELD,2018,17
KS,BARTON,2018,13
NJ,BERGEN,2018,10
MA,WORCESTER,2018,24
PA,LANCASTER,2018,10
PA,CLEARFIELD,2018,19
PA,BUTLER,2018,21
PA,LEBANON,2018,13
VA,CHESAPEAKE (CITY),2018,3
NY,WARREN,2018,26
IL,DUPAGE,2018,34
NE,LINCOLN,2018,20
NV,LANDER,2018,4
OR,LAKE,2018,1
WI,JEFFERSON,2018,51
WV,MASON,2018,10
IL,MORGAN,2018,28
IL,EFFINGHAM,2018,19
TX,ELLIS,2011,1
WV,GREENBRIER,2011,11
MI,IOSCO,2011,57
WI,ROCK,2011,40
IL,MARION,2011,14
MI,BENZIE,2011,53
MN,WATONWAN,2011,59
MN,SWIFT,2011,66
MI,PRESQUE ISLE,2011,58
MN,ROCK,2011,48
WI,TAYLOR,2011,76
MI,VAN BUREN,2011,31
MI,MECOSTA,2011,52
NC,ASHE,2011,6
MN,OTTER TAIL,2011,73
IA,O'BRIEN,2011,28
MT,GRANITE,2011,38
MI,GENESEE,2011,43
AK,ANCHORAGE BOROUGH,2011,50
MI,OTSEGO,2011,80
NY,CORTLAND,2011,46
ND,BILLINGS,2011,68
NM,CHAVES,2011,4
SD,MCPHERSON,2011,83
MO,BARTON,2011,15
UT,SAN JUAN,2011,2
AK,SITKA BOROUGH,2011,13
MN,MARTIN,2011,64
VT,RUTLAND,2011,48
OR,UNION,2011,10
NE,THOMAS,2011,25
NY,SULLIVAN,2011,35
NE,DAWSON,2011,25
WY,PARK,2011,36
TX,FAYETTE,2011,2
VT,LAMOILLE,2011,54
WI,GRANT,2011,41
IA,DES MOINES,2011,36
AR,BOONE,2011,12
MT,CASCADE,2011,29
MO,JACKSON,2011,21
TX,CULBERSON,2011,7
IA,WAPELLO,2011,36
VT,CHITTENDEN,2011,45
MA,MIDDLESEX,2011,22
WY,SUBLETTE,2011,68
IN,TIPPECANOE,2011,27
MT,GLACIER,2011,48
WV,MONONGALIA,2011,13
NE,RICHARDSON,2011,28
WI,SAWYER,2011,76
ND,ADAMS,2011,66
MN,KOOCHICHING,2011,86
MI,CLINTON,2011,41
NY,CHEMUNG,2011,34
OH,CLARK,2011,25
NY,MONROE,2011,32
IL,ROCK ISLAND,2011,32
MI,OAKLAND,2011,35
CO,LAKE,2011,82
NY,ERIE,2011,37
ND,CASS,2011,66
IN,MARION,2011,16
KS,CLOUD,2011,19
WV,BROOKE,2011,20
UT,CACHE,2011,45
MS,WASHINGTON,2011,2
TN,HAMILTON,2011,1
MI,JACKSON,2011,47
MI,KEWEENAW,2011,70
NY,YATES,2011,40
ND,WARD,2011,74
KY,DAVIESS,2011,9
OR,HARNEY,2011,15
MT,FLATHEAD,2011,38
WY,CAMPBELL,2011,33
OR,MALHEUR,2011,8
SD,BRULE,2011,46
WY,ALBANY,2011,50
WY,LARAMIE,2011,17
IL,COOK,2011,28
ME,CUMBERLAND,2011,19
PA,LUZERNE,2011,23
NY,CLINTON,2011,50
SD,DAVISON,2011,47
AK,YAKUTAT BOROUGH,2011,25
MT,VALLEY,2011,64
DE,NEW CASTLE,2011,13
NM,COLFAX,2011,8
AK,BRISTOL BAY BOROUGH,2011,59
KY,BOONE,2011,12
UT,IRON,2011,16
ME,OXFORD,2011,38
WV,BERKELEY,2011,8
AK,VALDEZ-CORDOVA,2011,11
CO,RIO BLANCO,2011,29
ND,BURLEIGH,2011,65
ID,TWIN FALLS,2011,11
NM,BERNALILLO,2011,4
CT,NEW HAVEN,2011,10
WA,WHITMAN,2011,17
IL,PEORIA,2011,26
NE,DOUGLAS,2011,27
PA,ERIE,2011,35
WY,JOHNSON,2011,35
KS,GEARY,2011,18
OK,CANADIAN,2011,7
AR,MISSISSIPPI,2011,6
NY,ORANGE,2011,22
ID,LEMHI,2011,56
ND,RICHLAND,2011,71
TX,GILLESPIE,2011,2
IN,BARTHOLOMEW,2011,18
ME,HANCOCK,2011,39
PA,VENANGO,2011,37
TX,BELL,2011,2
MI,DELTA,2011,65
MI,MONROE,2011,36
VA,BATH,2011,26
IA,MAHASKA,2011,25
MN,WASECA,2011,58
WI,POLK,2011,72
PA,INDIANA,2011,25
MS,TUNICA,2011,3
MI,MACKINAC,2011,67
OK,CHEROKEE,2011,9
WI,MONROE,2011,54
VA,HENRY,2011,1
CA,NEVADA,2011,13
NC,WATAUGA,2011,7
MI,ST. JOSEPH,2011,28
AR,POLK,2011,3
CO,CHAFFEE,2011,16
NM,CIBOLA,2011,12
KY,WOODFORD,2011,15
MO,LINN,2011,28
KS,RILEY,2011,15
TX,BREWSTER,2011,1
IL,JEFFERSON,2011,12
TX,RED RIVER,2011,3
TX,HOOD,2011,2
OR,JOSEPHINE,2011,10
NE,HALL,2011,24
NE,SCOTTS BLUFF,2011,12
IN,DELAWARE,2011,30
MT,HILL,2011,47
MO,ST. CHARLES,2011,19
WA,WALLA WALLA,2011,11
KY,WARREN,2011,7
WV,RANDOLPH,2011,12
KS,RUSSELL,2011,19
NY,CHAUTAUQUA,2011,45
IA,WOODBURY,2011,32
IN,ELKHART,2011,38
AR,MONTGOMERY,2011,5
SD,SHANNON,2011,29
MI,ROSCOMMON,2011,54
OR,DESCHUTES,2011,5
MO,MARIES,2011,16
UT,WEBER,2011,26
NC,MECKLENBURG,2011,1
PA,BERKS,2011,16
WI,ASHLAND,2011,76
MI,SAGINAW,2011,52
VT,WASHINGTON,2011,61
AR,SEVIER,2011,3
NY,NEW YORK,2011,13
OK,TULSA,2011,7
IA,STORY,2011,39
IN,ALLEN,2011,30
AK,JUNEAU BOROUGH,2011,31
IL,DUPAGE,2011,36
UT,GRAND,2011,17
CO,LAS ANIMAS,2011,14
ID,POWER,2011,33
KS,FINNEY,2011,20
IA,CERRO GORDO,2011,57
WV,KANAWHA,2011,8
SD,PENNINGTON,2011,33
MN,COOK,2011,75
MA,SUFFOLK,2011,8
MT,YELLOWSTONE,2011,29
ID,VALLEY,2011,54
AZ,SIERRA,2011,2
KY,FRANKLIN,2011,11
NE,BOX BUTTE,2011,26
MO,ST. LOUIS,2011,10
ID,CASSIA,2011,15
VT,BENNINGTON,2011,38
NY,WARREN,2011,42
CT,NEW LONDON,2011,12
MA,NANTUCKET,2011,7
WI,RACINE,2011,45
WA,YAKIMA,2011,10
PA,PHILADELPHIA,2011,5
CO,LINCOLN,2011,18
AR,WASHINGTON,2011,10
PA,LEHIGH,2011,13
NJ,MONMOUTH,2011,11
ID,CARIBOU,2011,48
MD,HARFORD,2011,3
NM,GRANT,2011,4
KY,HENDERSON,2011,13
TX,WILLIAMSON,2011,2
CO,WELD,2011,11
NE,PLATTE,2011,33
IL,EFFINGHAM,2011,17
PA,BUCKS,2011,18
OK,PONTOTOC,2011,6
IL,ST. CLAIR,2011,14
ID,ELMORE,2011,11
WI,POLK,2006,46
MN,YELLOW MEDICINE,2006,5
OH,CLARK,2006,10
WI,MANITOWOC,2006,28
CO,EAGLE,2006,22
SD,TRIPP,2006,23
ME,KNOX,2006,24
MT,RICHLAND,2006,28
WI,TAYLOR,2006,53
OR,GRANT,2006,3
NE,PLATTE,2006,12
UT,TOOELE,2006,15
ID,KOOTENAI,2006,12
NY,SULLIVAN,2006,25
ME,ANDROSCOGGIN,2006,33
MI,MENOMINEE,2006,31
CA,NEVADA,2006,15
MI,MANISTEE,2006,25
IL,KNOX,2006,17
CO,WASHINGTON,2006,18
MI,JACKSON,2006,19
ND,STARK,2006,42
OR,DESCHUTES,2006,2
WA,CHELAN,2006,21
CO,MONTROSE,2006,11
UT,GARFIELD,2006,24
MA,NORFOLK,2006,9
IL,COLES,2006,4
OR,JOSEPHINE,2006,6
WI,BROWN,2006,24
KS,JOHNSON,2006,7
WA,WHITMAN,2006,10
WV,RANDOLPH,2006,5
NY,ERIE,2006,20
WI,CHIPPEWA,2006,31
ID,POWER,2006,22
MT,LEWIS AND CLARK,2006,15
AK,KODIAK ISLAND BOROUGH,2006,31
WA,KITTITAS,2006,9
ND,ADAMS,2006,32
NY,MONROE,2006,19
IA,POLK,2006,10
NY,LIVINGSTON,2006,19
MT,HILL,2006,27
NE,CHASE,2006,15
VT,CHITTENDEN,2006,33
IA,STORY,2006,16
WV,MONONGALIA,2006,8
AK,LAKE AND PENINSULA BOROUGH,2009,33
IA,O'BRIEN,2009,41
AK,NORTH SLOPE BOROUGH,2009,161
IL,EDGAR,2009,28
WY,SUBLETTE,2009,48
OH,FRANKLIN,2009,16
MI,HURON,2009,54
AK,BETHEL,2009,45
MI,ST. JOSEPH,2009,46
MN,ST. LOUIS,2009,75
WI,VILAS,2009,80
MN,GOODHUE,2009,74
MI,WEXFORD,2009,71
WI,MONROE,2009,48
WY,TETON,2009,83
MN,SHERBURNE,2009,79
WI,DOUGLAS,2009,82
WI,JEFFERSON,2009,53
ID,BLAINE,2009,49
WI,TAYLOR,2009,76
MI,MACKINAC,2009,63
MI,MECOSTA,2009,67
MN,CASS,2009,89
MI,MARQUETTE,2009,83
WI,MILWAUKEE,2009,45
MN,SWIFT,2009,81
MN,WATONWAN,2009,75
VA,PULASKI,2009,4
MN,BELTRAMI,2009,89
NE,KEITH,2009,23
IL,VERMILION,2009,37
IA,FLOYD,2009,63
MN,OTTER TAIL,2009,90
MI,CHIPPEWA,2009,75
NE,THOMAS,2009,31
OK,DELAWARE,2009,6
NE,BOONE,2009,38
MN,BECKER,2009,91
WI,RUSK,2009,74
NE,GAGE,2009,30
MN,WASECA,2009,70
WI,BARRON,2009,74
MN,LYON,2009,71
MI,INGHAM,2009,54
SD,OTTER TAIL,2009,90
MN,WRIGHT,2009,78
PA,CENTRE,2009,34
IL,MARION,2009,9
VA,WASHINGTON,2009,6
MI,PRESQUE ISLE,2009,61
AR,BENTON,2009,7
MN,REDWOOD,2009,71
OK,LOGAN,2009,2
MN,DOUGLAS,2009,84
NH,HILLSBOROUGH,2009,35
AK,FAIRBANKS NORTH STAR BOROUGH,2009,135
IL,ST. CLAIR,2009,12
NY,JEFFERSON,2009,55
ND,WARD,2009,88
NH,STRAFFORD,2009,36
ND,KIDDER,2009,105
NE,LANCASTER,2009,29
ND,BURKE,2009,103
MO,LINN,2009,23
ND,BILLINGS,2009,77
ME,PENOBSCOT,2009,51
NY,CORTLAND,2009,55
SD,LYMAN,2009,53
NV,WHITE PINE,2009,19
MT,ROOSEVELT,2009,74
CO,BOULDER,2009,77
NE,GRANT,2009,43
IL,DEKALB,2009,59
MI,OTSEGO,2009,79
WI,JUNEAU,2009,67
WY,FREMONT,2009,29
NY,DUTCHESS,2009,25
SD,MCPHERSON,2009,95
SD,HARDING,2009,66
UT,WAYNE,2009,5
RI,WASHINGTON,2009,17
AZ,COCONINO,2009,7
AK,DENALI BOROUGH,2009,115
MN,YELLOW MEDICINE,2009,71
AK,MATANUSKA-SUSITNA BOROUGH,2009,70
NH,COOS,2009,66
IL,WILL,2009,46
MI,MANISTEE,2009,48
MN,PENNINGTON,2009,96
WI,MANITOWOC,2009,62
NY,LIVINGSTON,2009,41
ME,AROOSTOOK,2009,68
PA,VENANGO,2009,47
WI,LINCOLN,2009,75
ME,KNOX,2009,41
CO,LAS ANIMAS,2009,12
NH,CHESHIRE,2009,46
ID,SHOSHONE,2009,107
IA,WEBSTER,2009,59
NE,BUFFALO,2009,33
MT,SILVER BOW,2009,44
MI,KALAMAZOO,2009,51
MT,HILL,2009,61
NE,CHEYENNE,2009,24
MN,HUBBARD,2009,87
MI,KENT,2009,45
MI,HOUGHTON,2009,90
SD,HAAKON,2009,42
AK,NORTHWEST ARCTIC BOROUGH,2009,158
NE,SCOTTS BLUFF,2009,23
MA,ESSEX,2009,27
IA,WAPELLO,2009,42
MN,LAKE OF THE WOODS,2009,93
ID,BONNEVILLE,2009,59
ND,STUTSMAN,2009,96
AK,KENAI PENINSULA BOROUGH,2009,43
NE,BOX BUTTE,2009,31
NY,YATES,2009,43
OH,SUMMIT,2009,32
MI,BERRIEN,2009,45
MI,OAKLAND,2009,35
VT,WASHINGTON,2009,60
ID,MADISON,2009,64
OH,RICHLAND,2009,46
WI,LA CROSSE,2009,70
NY,OSWEGO,2009,53
SD,CODINGTON,2009,85
UT,CARBON,2009,32
WV,BROOKE,2009,29
WA,FRANKLIN,2009,21
MD,ANNE ARUNDEL,2009,4
AK,ANCHORAGE BOROUGH,2009,57
OK,COMANCHE,2009,2
WY,CARBON,2009,45
MI,ROSCOMMON,2009,64
NE,RICHARDSON,2009,27
WY,CONVERSE,2009,31
IL,LAKE,2009,51
OH,MUSKINGUM,2009,23
SD,HUGHES,2009,54
NE,ADAMS,2009,33
MA,BERKSHIRE,2009,41
NE,MADISON,2009,36
MA,MIDDLESEX,2009,33
SD,DAVISON,2009,56
MI,GENESEE,2009,50
MI,SAGINAW,2009,57
MN,KOOCHICHING,2009,88
IA,JOHNSON,2009,51
WI,ASHLAND,2009,83
WA,KITTITAS,2009,24
OK,ELLIS,2009,5
WV,MONONGALIA,2009,24
NJ,SUSSEX,2009,25
NM,MCKINLEY,2009,7
SD,CUSTER,2009,48
OH,CLARK,2009,31
WI,WOOD,2009,74
UT,WEBER,2009,26
IA,CERRO GORDO,2009,73
CO,OTERO,2009,9
NY,WESTCHESTER,2009,26
AK,SOUTHEAST FAIRBANKS,2009,133
AK,JUNEAU BOROUGH,2009,42
IA,EMMET,2009,74
DE,SUSSEX,2009,7
MT,FLATHEAD,2009,43
OH,CLINTON,2009,29
TN,BLOUNT,2009,2
MI,MACOMB,2009,51
PA,BLAIR,2009,37
AK,YUKON-KOYUKUK,2009,94
KS,CLOUD,2009,22
NY,ONONDAGA,2009,38
IN,MARION,2009,21
MI,ALPENA,2009,63
IA,CLAY,2009,71
UT,IRON,2009,9
ND,STARK,2009,84
NE,HALL,2009,31
NY,CLINTON,2009,52
PA,CLEARFIELD,2009,42
WY,BIG HORN,2009,49
RI,NEWPORT,2009,20
VT,WINDSOR,2009,48
MT,GLACIER,2009,47
IA,LINN,2009,64
NV,HUMBOLDT,2009,7
WY,GOSHEN,2009,25
DE,NEW CASTLE,2009,14
ND,GRAND FORKS,2009,98
MI,CALHOUN,2009,50
IL,COLES,2009,31
IA,WOODBURY,2009,42
CO,PITKIN,2009,56
UT,GRAND,2009,40
MI,DICKINSON,2009,76
MO,BUCHANAN,2009,22
MA,WORCESTER,2009,43
KS,LYON,2009,15
PA,DAUPHIN,2009,18
NE,CHERRY,2009,31
UT,DAVIS,2009,28
OK,KAY,2009,5
TX,DALLAM,2009,6
NY,ALLEGANY,2009,62
ME,KENNEBEC,2009,55
WI,BROWN,2009,64
MA,NANTUCKET,2009,18
NY,ST. LAWRENCE,2009,62
MI,WASHTENAW,2009,46
MT,FALLON,2009,66
MT,VALLEY,2009,76
AK,BRISTOL BAY BOROUGH,2009,62
MT,YELLOWSTONE,2009,33
OR,JOSEPHINE,2009,8
IL,ROCK ISLAND,2009,38
KS,RENO,2009,14
IL,ADAMS,2009,28
AK,HAINES BOROUGH,2009,68
WA,CHELAN,2009,36
ID,NEZ PERCE,2009,12
MI,MUSKEGON,2009,45
WA,WALLA WALLA,2009,23
MT,GALLATIN,2009,33
ND,CASS,2009,94
WA,SPOKANE,2009,24
KS,NEOSHO,2009,9
CO,ARAPAHOE,2009,15
PA,LUZERNE,2009,30
MI,KEWEENAW,2009,79
ME,PISCATAQUIS,2009,85
SD,MEADE,2009,45
MN,COOK,2009,84
ND,MCLEAN,2009,94
MT,GARFIELD,2009,52
VT,CALEDONIA,2009,67
IN,ALLEN,2009,36
ME,CUMBERLAND,2009,30
PA,LYCOMING,2009,19
VA,STAFFORD,2009,3
PA,BUCKS,2009,21
CT,NEW HAVEN,2009,16
WI,MARATHON,2009,72
AK,YAKUTAT BOROUGH,2009,38
MA,BRISTOL,2009,20
KY,JEFFERSON,2009,7
IN,TIPPECANOE,2009,29
MN,CROW WING,2009,78
MT,MISSOULA,2009,36
NY,ONEIDA,2009,52
NY,ALBANY,2009,37
ND,WILLIAMS,2009,77
WI,RACINE,2009,52
MT,BEAVERHEAD,2009,39
ND,BURLEIGH,2009,78
NY,WARREN,2009,50
WY,LARAMIE,2009,24
MI,CLINTON,2009,50
WA,OKANOGAN,2009,40
RI,KENT,2009,20
WY,NATRONA,2009,34
IA,POLK,2009,35
IL,COOK,2009,42
MA,SUFFOLK,2009,17
ME,LINCOLN,2009,43
IL,SANGAMON,2009,24
MT,PARK,2009,31
WA,GRANT,2009,28
MN,HENNEPIN,2009,72
AK,NOME,2009,123
MO,ADAIR,2009,27
IA,DUBUQUE,2009,62
MO,JOHNSON,2009,17
AK,WADE HAMPTON,2009,113
AK,VALDEZ-CORDOVA,2009,11
KS,MORTON,2009,10
MT,GRANITE,2009,44
ND,RICHLAND,2009,91
NY,ORANGE,2009,31
CO,GUNNISON,2009,70
ME,HANCOCK,2009,48
WY,PARK,2009,33
IL,CLAY,2009,11
NE,WAYNE,2009,45
NY,SULLIVAN,2009,46
IL,JEFFERSON,2009,11
VT,RUTLAND,2009,53
MN,MARTIN,2009,75
CO,WELD,2009,17
KY,HENDERSON,2009,9
SD,YANKTON,2009,49
MN,BLUE EARTH,2009,74
MN,ITASCA,2009,82
IN,HOWARD,2009,24
MI,MONROE,2009,45
MA,PLYMOUTH,2009,22
VA,WISE,2009,22
MN,RICE,2009,73
NC,ASHE,2009,11
VA,SMYTH,2009,25
PA,INDIANA,2009,39
IL,RICHLAND,2009,17
VA,ISLE OF WIGHT,2009,2
MN,WADENA,2009,83
MI,MENOMINEE,2009,72
MI,DELTA,2009,72
ND,RAMSEY,2009,106
ME,ANDROSCOGGIN,2009,50
NJ,MONMOUTH,2009,15
MN,FREEBORN,2009,74
WI,PRICE,2009,76
ID,KOOTENAI,2009,37
ID,LEMHI,2009,45
MI,VAN BUREN,2009,38
WV,UPSHUR,2009,23
WI,WAUPACA,2009,65
IL,RANDOLPH,2009,11
AR,WASHINGTON,2009,4
MA,HAMPDEN,2009,32
ND,BILLINGS,2016,45
AZ,COCONINO,2016,3
IN,LAWRENCE,2016,20
WI,MONROE,2016,48
ME,KNOX,2016,18
SD,PENNINGTON,2016,23
CA,NEVADA,2016,6
MI,SHIAWASSEE,2016,31
NC,CABARRUS,2016,2
IL,JEFFERSON,2016,14
KY,WAYNE,2016,7
MN,AITKIN,2016,55
WI,LA CROSSE,2016,44
KS,NEOSHO,2016,10
WI,GRANT,2016,37
PA,ERIE,2016,24
MI,PRESQUE ISLE,2016,48
WI,LINCOLN,2016,69
NJ,MORRIS,2016,12
NH,GRAFTON,2016,17
MI,MACKINAC,2016,51
NC,SURRY,2016,5
NC,RUTHERFORD,2016,3
RI,PROVIDENCE,2016,12
NE,MADISON,2016,26
OH,CUYAHOGA,2016,18
MI,GRAND TRAVERSE,2016,33
ID,ADA,2016,16
ID,CASSIA,2016,12
ND,WILLIAMS,2016,42
WY,CARBON,2016,36
IN,SHELBY,2016,17
NY,LIVINGSTON,2016,20
WV,MONONGALIA,2016,16
IL,LAWRENCE,2016,17
NY,TOMPKINS,2016,30
PA,BLAIR,2016,18
MO,BUCHANAN,2016,21
MI,ALPENA,2016,39
AK,HAINES BOROUGH,2016,28
CA,MODOC,2016,5
TX,LUBBOCK,2016,1
OR,UNION,2016,15
KS,HARVEY,2016,10
NC,CHEROKEE,2016,2
UT,TOOELE,2016,18
VA,AUGUSTA,2016,6
NY,ST. LAWRENCE,2016,34
PA,MONROE,2016,33
UT,UINTAH,2016,37
UT,SALT LAKE,2016,13
CO,LARIMER,2016,14
OH,HANCOCK,2016,18
DE,NEW CASTLE,2016,7
CO,LAS ANIMAS,2016,5
MI,MUSKEGON,2016,20
UT,MILLARD,2016,29
NE,DAWSON,2010,27
IA,CASS,2010,32
VA,AUGUSTA,2010,14
IN,BARTHOLOMEW,2010,40
CO,GRAND,2010,40
NM,LOS ALAMOS,2010,5
OK,ROGERS,2010,7
MS,MARSHALL,2010,6
IL,CLAY,2010,28
IA,WEBSTER,2010,78
OH,CUYAHOGA,2010,43
WY,JOHNSON,2010,32
MI,HOUGHTON,2010,80
MT,BEAVERHEAD,2010,38
PA,LEHIGH,2010,12
CO,LAS ANIMAS,2010,5
UT,CACHE,2010,36
KS,NEOSHO,2010,19
AR,PULASKI,2010,2
OH,TRUMBULL,2010,45
OK,KAY,2010,10
MO,LIVINGSTON,2010,32
CT,NEW LONDON,2010,12
KY,FAYETTE,2010,29
MD,PRINCE GEORGE'S,2010,10
VA,ALBEMARLE,2010,3
NJ,MERCER,2010,9
TN,HAMILTON,2010,3
WA,WHATCOM,2010,4
SD,PENNINGTON,2010,36
WI,SAWYER,2010,71
WI,DANE,2010,57
NH,GRAFTON,2010,37
AL,LIMESTONE,2010,8
NE,DAWES,2010,23
IA,DUBUQUE,2010,66
MO,JASPER,2010,16
CO,LA PLATA,2010,16
KY,WARREN,2010,16
NE,KIMBALL,2010,14
KY,HENDERSON,2010,24
UT,UTAH,2010,13
OK,CHEROKEE,2010,7
IL,RICHLAND,2010,22
MI,TUSCOLA,2010,55
IN,HOWARD,2010,36
WI,PRICE,2010,66
TX,MCCULLOCH,2010,1
MI,IOSCO,2009,58
IL,CHRISTIAN,2009,20
CO,GRAND,2009,55
IL,WAYNE,2009,13
IL,EFFINGHAM,2009,23
IN,KOSCIUSKO,2009,43
NE,KIMBALL,2009,25
MN,ROCK,2009,56
IA,POWESHIEK,2009,35
IL,CRAWFORD,2009,13
WV,GREENBRIER,2009,16
MI,WAYNE,2009,36
VA,BATH,2009,36
NH,GRAFTON,2009,38
WA,BENTON,2009,33
MN,DAKOTA,2009,75
OH,GREENE,2009,29
NY,TOMPKINS,2009,54
MN,PINE,2009,82
WY,CROOK,2009,70
CO,MOFFAT,2009,27
WI,IOWA,2009,62
MI,ALGER,2009,75
KY,EDMONSON,2009,8
ID,CARIBOU,2009,45
MN,MURRAY,2009,74
NH,BELKNAP,2009,51
NE,BROWN,2009,35
WY,SWEETWATER,2009,46
SD,SHANNON,2009,34
CO,WASHINGTON,2009,21
NE,VALLEY,2009,38
IA,SCOTT,2009,51
NY,ERIE,2009,44
KS,SHERMAN,2009,16
ND,ADAMS,2009,81
WY,SHERIDAN,2009,32
WI,SAUK,2009,62
IN,ELKHART,2009,50
NY,FRANKLIN,2009,64
SD,PENNINGTON,2009,35
UT,BEAVER,2009,16
NE,BURT,2009,40
SD,WALWORTH,2009,66
KY,FAYETTE,2009,10
TX,POTTER,2009,3
WY,WASHAKIE,2009,39
IA,BLACK HAWK,2009,62
VT,CHITTENDEN,2009,51
PA,ALLEGHENY,2009,25
OR,DESCHUTES,2009,13
OH,LUCAS,2009,41
WI,CHIPPEWA,2009,74
IN,DELAWARE,2009,39
AK,KODIAK ISLAND BOROUGH,2009,28
UT,CACHE,2009,52
WI,SAWYER,2009,80
OR,BAKER,2009,29
WI,GRANT,2009,54
SD,MINNEHAHA,2009,50
MI,EMMET,2009,70
KS,JOHNSON,2009,15
MA,NORFOLK,2009,28
WY,ALBANY,2009,48
CT,WINDHAM,2009,25
OH,TRUMBULL,2009,31
KY,FRANKLIN,2009,13
MA,FRANKLIN,2009,40
IL,PEORIA,2009,34
KS,GRAHAM,2009,20
PA,YORK,2009,15
SD,TRIPP,2009,38
NE,DOUGLAS,2009,31
SD,BROWN,2009,74
CO,MESA,2009,25
WA,WHITMAN,2009,29
WY,CAMPBELL,2009,42
CO,MONTROSE,2009,15
MN,OLMSTED,2009,68
SD,ROBERTS,2009,85
SD,BRULE,2009,52
OH,HANCOCK,2009,43
WA,WHATCOM,2009,1
MT,LEWIS AND CLARK,2009,38
NY,MONROE,2009,36
CA,SISKIYOU,2009,2
ME,OXFORD,2009,49
ID,ELMORE,2009,23
ID,ADA,2009,15
MA,BARNSTABLE,2009,16
CT,NEW LONDON,2009,21
NY,NEW YORK,2009,18
MD,CALVERT,2009,5
KY,WARREN,2009,5
MA,DUKES,2009,18
MO,JASPER,2009,11
NE,RED WILLOW,2009,23
KS,FINNEY,2009,16
SD,BEADLE,2009,58
VT,LAMOILLE,2009,65
AK,KETCHIKAN GATEWAY BOROUGH,2009,10
MT,CASCADE,2009,25
PA,LEHIGH,2009,15
NJ,SOMERSET,2009,16
IA,DECATUR,2009,37
ID,CASSIA,2009,18
NH,MERRIMACK,2009,38
UT,GARFIELD,2009,34
UT,TOOELE,2009,25
WI,ROCK,2009,56
OR,UNION,2009,13
IA,CLINTON,2009,52
RI,PROVIDENCE,2009,33
SD,BROOKINGS,2009,77
NE,PLATTE,2009,35
MT,RICHLAND,2009,69
CO,ROUTT,2009,53
AK,DILLINGHAM,2009,85
